epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,256.852,0.22773,0.48473,0.81925,0.828,1,0.94453,0.63816,1.03027,1.35688,1.29073,0.0011684,0.0011684,0.0011684
44,263.156,0.21373,0.49317,0.85471,0.828,1,0.94453,0.63816,1.03027,1.35688,1.29073,0.0011486,0.0011486,0.0011486
45,269.216,0.21509,0.46252,0.81466,0.94614,1,0.995,0.73449,0.85948,0.97669,1.16062,0.0011288,0.0011288,0.0011288
46,275.689,0.2147,0.45016,0.79207,0.94614,1,0.995,0.73449,0.85948,0.97669,1.16062,0.001109,0.001109,0.001109
47,282.177,0.22425,0.46209,0.82644,0.94614,1,0.995,0.73449,0.85948,0.97669,1.16062,0.0010892,0.0010892,0.0010892
48,288.283,0.20491,0.45645,0.82509,0.94614,1,0.995,0.73449,0.85948,0.97669,1.16062,0.0010694,0.0010694,0.0010694
49,294.617,0.22619,0.46233,0.81987,0.94614,1,0.995,0.73449,0.85948,0.97669,1.16062,0.0010496,0.0010496,0.0010496
50,301.046,0.23704,0.45489,0.8091,0.96944,1,0.995,0.80794,0.82093,0.87356,1.07328,0.0010298,0.0010298,0.0010298
51,307.381,0.16422,0.40596,0.83817,0.96944,1,0.995,0.80794,0.82093,0.87356,1.07328,0.00101,0.00101,0.00101
52,313.319,0.17895,0.42713,0.78039,0.96944,1,0.995,0.80794,0.82093,0.87356,1.07328,0.0009902,0.0009902,0.0009902
53,319.487,0.17391,0.45324,0.84019,0.96944,1,0.995,0.80794,0.82093,0.87356,1.07328,0.0009704,0.0009704,0.0009704
54,325.692,0.17126,0.42583,0.79541,0.96944,1,0.995,0.80794,0.82093,0.87356,1.07328,0.0009506,0.0009506,0.0009506
55,332.011,0.16348,0.42849,0.80881,0.96944,1,0.995,0.80794,0.82093,0.87356,1.07328,0.0009308,0.0009308,0.0009308
56,338.162,0.15858,0.40192,0.82812,0.95988,0.98787,0.97321,0.79178,0.8623,0.89817,1.09865,0.000911,0.000911,0.000911
57,345.045,0.15577,0.36912,0.78631,0.95988,0.98787,0.97321,0.79178,0.8623,0.89817,1.09865,0.0008912,0.0008912,0.0008912
58,351.528,0.15713,0.37462,0.78637,0.95988,0.98787,0.97321,0.79178,0.8623,0.89817,1.09865,0.0008714,0.0008714,0.0008714
59,358.353,0.16077,0.37815,0.77804,0.95988,0.98787,0.97321,0.79178,0.8623,0.89817,1.09865,0.0008516,0.0008516,0.0008516
